FID,FID_1,eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_tx,region,region_txt,provstate,city,latitude,longitude,specificit,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternativ,alternat_1,multiple,success,suicide,attacktype,attackty_1,attackty_2,attackty_3,attackty_4,attackty_5,targtype1,targtype1_,targsubtyp,targsubt_1,corp1,target1,natlty1,natlty1_tx,targtype2,targtype2_,targsubt_2,targsubt_3,corp2,target2,natlty2,natlty2_tx,targtype3,targtype3_,targsubt_4,targsubt_5,corp3,target3,natlty3,natlty3_tx,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain,guncerta_1,guncerta_2,individual,nperps,nperpcap,claimed,claimmode,claimmode_,claim2,claimmode2,claimmod_1,claim3,claimmode3,claimmod_2,compclaim,weaptype1,weaptype1_,weapsubtyp,weapsubt_1,weaptype2,weaptype2_,weapsubt_2,weapsubt_3,weaptype3,weaptype3_,weapsubt_4,weapsubt_5,weaptype4,weaptype4_,weapsubt_6,weapsubt_7,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propexte_1,propvalue,propcommen,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcoun,ransom,ransomamt,ransomamtu,ransompaid,ransompa_1,ransomnote,hostkidout,hostkido_1,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related,FID_2,SOA_CODE,SOA_LABEL,SOA,SOA_CODE_1,All_usual,Religion or religion brought up in: Catholic,Religion or religion brought up in: Protestant and Other Christian (including Christian related),Religion or religion brought up in: Other religions,Religion or religion brought up in: None,Religion or religion brought up in: Catholic (%),Religion or religion brought up in: Protestant and Other Christian (including Christian related) (%),Religion or religion brought up in: Other religions (%),Religion or religion brought up in: None (%)
122,179,2.01506E+11,2015,6,18, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Eglinton,55.023201,-7.178838,1,0,The incident occurred in the Glenrandel area of the town.,"06/18/2015: An explosive device was defused after it was discovered planted under a Police Service of Northern Ireland (PSNI) vehicle in Glenrandel area, Eglinton town, Northern Ireland, United Kingdom. No group claimed responsibility for the incident; h",1,1,1,0,0, ,0,0,0,3,Bombing/Explosion,0, ,0, ,3,Police,23,Police Patrol (including vehicles and convoys),Police Service of Northern Ireland (PSNI),Car,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,Dissident Republicans, , , , , , ,0,0, ,0,-99,1,0,0, ,0,0, , , , ,0,6,Explosives/Bombs/Dynamite,29,Sticky Bomb,0, ,0, , , , , , , , , ,An explosive device attached to a police vehicle was used in the attack.,0,0,0,0,0,0,0,0, ,0, ,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"""Four still questioned over bomb,"" BBC, June 19, 2015.","""IRA behind Eglinton police officer bomb attack,"" Irish News, June 20, 2015.","""DISSIDENT REPUBLICANS TRIED TO KILL PSNI OFFICER WITH UNDERCAR BOMB, SAYS POLICE CHIEF,"" Derry Daily, June 18, 2015.",START Primary Collection,0,0,1,1, ,481,95MM15S2,Eglinton_2,Eglinton 2,95MM15S2,2648,1460,1079,14,95,55.14,40.75,0.53,3.59
123,186,2.0151E+11,2015,10,9, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Londonderry,55.009698,-7.279676,1,0, ,"10/09/2015: An explosive device was discovered and defused at the Waterfoot Hotel during a police recruitment event in Londonderry, Northern Ireland, United Kingdom. No group claimed responsibility for the incident; however, sources attributed the attemp",1,1,1,0,0, ,0,0,0,3,Bombing/Explosion,0, ,0, ,1,Business,8,Hotel/Resort,Waterfoot Hotel,Hotel,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,Dissident Republicans, , , , , , ,0,0, ,0,2,2,0,0, ,0,0, , , , ,0,6,Explosives/Bombs/Dynamite,17,Other Explosive Type,0, ,0, , , , , , , , , ,A homemade explosive device was used in the attack.,0,0,0,0,0,0,0,0, ,0, ,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"""Police on high alert for dissident attacks; SECURITY CHIEFS STEP UP SURVEILLANCE OF SUSPECTS IN NORTH WEST ; EXCLUSIVE HOMES BUGGED IN MAJOR SECURITY OP,"" Sunday Life, February 5, 2017.","""Explosive device made safe at Derry hotel,"" TheJournal.ie, October 10, 2015.","""Bomb found at Derry hotel ahead of PSNI event,"" Irish Times, October 10, 2015.",START Primary Collection,0,0,1,1, ,483,95MM16S2,Enagh_2_Derry,Enagh 2 (Derry LGD),95MM16S2,3338,1860,1226,83,169,55.72,36.73,2.49,5.06
124,105,2.01303E+11,2013,3,3, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Londonderry,54.961315,-7.248742,1,0, ,"03/03/2013: Perpetrators transporting four live mortar rounds were stopped by police in Londonderry city, Londonderry district, Northern Ireland, United Kingdom. Officers safely defused the devices and foiled an attack they believed was aimed at a police",1,1,1,0,0, ,0,0,0,3,Bombing/Explosion,0, ,0, ,3,Police,22,"Police Building (headquarters, station, school)",Police Service of Northern Ireland (PSNI),Headquarters,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,Dissident Republicans, , , , , ,"The specific motive is unknown; however, according to Sky News correspondent David Blevins, it is suspected that the incident stems from dissident Irish republicans' opposition to the Northern Ireland political agreement.",0,0, ,0,2,2,0,0, ,0,0, , , , ,0,6,Explosives/Bombs/Dynamite,11,"Projectile (rockets, mortars, RPGs, etc.)",0, ,0, , , , , , , , , ,Four mortars were to be used in the attack.,0,0,0,0,0,0,0,0, ,0, ,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"""Fourth man held over motar plot,"" Irish Times, March 5, 2013.","""Mortar bombs seized in Northern Ireland,"" UPI, March 5, 2013.","""Police Foil Mortar Attack In Londonderry,"" Sky News, March 4, 2013.",START Primary Collection,0,0,1,1, ,486,95MM18S1,Holly Mount_1,Holly Mount 1,95MM18S1,2241,1364,810,7,60,60.87,36.14,0.31,2.68
125,146,2.01405E+11,2014,5,29, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Prehen,54.97245,-7.35217,1,0, ,"05/29/2014: Assailants threw an explosive device at the Everglades Hotel in Prehen area, Londonderry district, Northern Ireland, United Kingdom. The explosive device detonated while security personnel were attempting to defuse it. There were no reported",1,1,1,0,0, ,0,1,0,3,Bombing/Explosion,0, ,0, ,1,Business,8,Hotel/Resort,Everglades Hotel,Hotel,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,The New Irish Republican Army, , , , , ,"The specific motive is unknown; however, sources speculated the New Irish Republican Army sought to disrupt the ongoing peace process.",0,0, ,0,1,0,1,8,Personal claim,0,0, , , , ,0,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,0, ,0, , , , , , , , , ,An thrown explosive device concealed in a bad.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A hotel was damaged in this attack.,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"""Northern Ireland hotel targeted with bomb,"" Al Jazeera, May 30, 2014.","""VIDEO: Bomb 'reckless and deliberate' attack,"" BBC, May 30, 2014.","""Derry hotel extensively damaged in bomb attack,"" Irish Times, May 30, 2014.",START Primary Collection,1,1,1,1, ,493,95MM21S2,New Buildings_2,New Buildings 2,95MM21S2,1762,1127,554,23,58,63.96,31.44,1.31,3.29
126,171,2.01504E+11,2015,4,27, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Londonderry,55.003344,-7.326649,1,0, ,"04/27/2015: An explosive device detonated outside of a probation office in Crawford Square area, Londonderry city, Northern Ireland, United Kingdom. There were no reported casualties in the blast. The New Irish Republican Army claimed responsibility for",1,1,1,0,0, ,0,1,0,3,Bombing/Explosion,0, ,0, ,2,Government (General),21,Government Building/Facility/Office,Probation Board for Northern Ireland (PBNI),Office,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,The New Irish Republican Army, , , , , , ,0,0, ,0,-99,0,1,3,Call (pre-incident),0,0, , , , ,0,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,0, ,0, , , , , , , , , , ,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,An office building was damaged in this attack.,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"""IRA-style bomb damages Londonderry probation office,"" The Associated Press, April 28, 2015.","""Arrest in Derry bombs investigation,"" The Irish News, December 8, 2015.","""Second device examined after Derry bomb blast,"" UTV, April 28, 2015.",START Primary Collection,1,1,1,1, ,496,95MM23W1,Rosemount,Rosemount,95MM23W1,2521,2202,206,35,78,87.35,8.17,1.39,3.09
127,182,2.01508E+11,2015,8,11, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Londonderry,55.030297,-7.349849,1,0,The incident occurred in the Skeoge road area.,"08/11/2015: An explosive device detonated inside a waste bin on Skeoge Road in Londonderry, Northern Ireland, United Kingdom. There were no reported casualties in the blast. No group claimed responsibility for the incident; however, sources attributed th",1,1,1,0,0, ,0,1,0,3,Bombing/Explosion,0, ,0, ,20,Unknown,0, ,Unknown,Unknown,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,Dissident Republicans, , , , , , ,0,0, ,0,-99,0,0,0, ,0,0, , , , ,0,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,0, ,0, , , , , , , , , ,A roadside bomb concealed inside a waste bin was used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A waste bin was damaged in this attack.,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"""Bomb explodes in bin in Londonderry,"" BBC, August 12, 2015.","""PSNI suspects Derry bomb planted by  dissident republicans,"" Irish Times, August 12, 2015.","""LONDONDERRY WASTE BIN BLAST 'WORK OF DISSIDENT REPUBLICANS',"" Press Association Mediapoint, August 12, 2015.",START Primary Collection,0,0,1,1, ,501,95MM25S4,Shantallow West_4,Shantallow West 4,95MM25S4,2057,1961,54,25,17,95.33,2.63,1.22,0.83
128,209,2.01607E+11,2016,7,9, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Londonderry,55.028434,-7.336728,1,0,The incident occurred in the Galliagh neighborhood,"07/09/2016: An explosive device was discovered and defused in Londonderry, Northern Ireland, United Kingdom. No group claimed responsibility for the incident; however, sources attributed the attack to dissident Republicans.",1,1,1,0,0, ,0,0,0,3,Bombing/Explosion,0, ,0, ,20,Unknown,0, ,Unknown,Unknown,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,Dissident Republicans, , , , , , ,0,0, ,0,-99,0,0,0, ,0,0, , , , ,0,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,0, ,0, , , , , , , , , , ,0,0,0,0,0,0,0,0, ,0, ,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"""Derry: Bomb and components found in Creggan and Galliagh searches,"" BBC, July 9, 2016.","""Bomb found at building site as police crack down on dissidents,"" Belfast Telegraph, July 11, 2016.","""Derry explosive device: 'Reckless thugs' condemned after IED found at social housing site,"" Belfast Telegraph, July 9, 2016.",START Primary Collection,0,0,1,1, ,501,95MM25S4,Shantallow West_4,Shantallow West 4,95MM25S4,2057,1961,54,25,17,95.33,2.63,1.22,0.83
129,128,2.01311E+11,2013,11,20, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Londonderry,55.019243,-7.346733,1,0,The incicent occurred in the Ballymagroarty neighborhood of the city.,"11/20/2013: An assailant ordered a bus driver to transport a bomb to the Strand Road police station in Londonderry city, Londonderry district, Northern Ireland, United Kingdom. The driver parked the bus and called the police, who defused the device. The",1,1,1,0,0, ,0,0,0,3,Bombing/Explosion,0, ,0, ,3,Police,22,"Police Building (headquarters, station, school)",Police Service of Northern Ireland (PSNI),Strand Road Police Station,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,The New Irish Republican Army, , , , , , ,0,0, ,0,2,0,1,8,Personal claim,0,0, , , , ,0,6,Explosives/Bombs/Dynamite,17,Other Explosive Type,0, ,0, , , , , , , , , ,A pipe bomb was used in the attack.,0,0,0,0,0,0,0,0, ,0, ,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"""Homes evacuated in separate alerts,"" BBC, November 21, 2013.","""Northern Ireland Police Blame Dissident Republicans for Partially Exploded Car Bomb in Belfast,"" Sky News Online, November 25, 2013.","""Driver told to take package to police left traumatised,"" The Irish News, November 25, 2013.",START Primary Collection,1,1,1,1, ,502,95MM26S1,Springtown_1,Springtown 1,95MM26S1,1745,1691,37,2,15,96.91,2.12,0.11,0.86
130,150,2.01409E+11,2014,9,15, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Ballymagroarty,55.021008,-7.342171,1,0, ,"09/15/2014: Assailants opened fire on a civilian in Ballymagroarty area, Londonderry district, Northern Ireland, United Kingdom. The civilian was wounded in the attack. No group claimed responsibility for the incident; however, sources attributed the att",1,1,1,0,0, ,0,1,0,2,Armed Assault,0, ,0, ,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilian,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,Dissident Republicans, , , , , , ,0,0, ,0,2,0,0,0, ,0,0, , , , ,0,5,Firearms,5,Unknown Gun Type,0, ,0, , , , , , , , , , ,0,0,0,1,0,0,0,0, ,0, ,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"""VIDEO: 'Barbaric' attack on youth condemned,"" BBC, September 16, 2014.","""“His future has probably changed forever” – 17-year-old shot in both legs in Derry,"" TheJournal.ie, September 16, 2014.", ,START Primary Collection,0,0,1,1, ,503,95MM26S2,Springtown_2,Springtown 2,95MM26S2,1386,1343,25,5,13,96.9,1.8,0.36,0.94
131,118,2.0131E+11,2013,10,10, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Londonderry,55.002017,-7.323312,1,0,The incident occurred at the Strand Road PSNI Station in the city.,"10/10/2013: An assailant killed a civilian, Barry McGorry, in his apartment in Londonderry city, Londonderry district, Northern Ireland, United Kingdom. No group claimed responsibility for the incident; however, authorities attributed the incident to The",1,1,1,0,0, ,0,1,0,2,Armed Assault,0, ,0, ,14,Private Citizens & Property,68,Named Civilian,Not Applicable,Civilian: Barry McGorry,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,The New Irish Republican Army, , , , , , ,0,0, ,0,-99,0,0,0, ,0,0, , , , ,0,5,Firearms,5,Unknown Gun Type,0, ,0, , , , , , , , , , ,1,0,0,0,0,0,-9,0, ,0,It is unknown if an apartment was damaged in this attack.,0,0,0,0, , , ,0, , , , , ,0, ,0,The New Irish Republican Army had claimed the murder of another civilian a day earlier.,"""Mortar Bomb Attack Foiled at Londonderry Police Station,"" International Business Times Australia, October 11, 2013.","""New IRA blamed as 2 men killed in separate Northern Ireland attacks ahead of investment show,"" Big News Network, October 10, 2013.","""New IRA murders two people in Belfast,"" Press TV, October 10, 2013.",START Primary Collection,1,1,1,1, ,504,95MM27S1,Strand_1_Derry,Strand 1 (Derry LGD),95MM27S1,2002,1713,173,61,55,85.56,8.64,3.05,2.75
132,138,2.01403E+11,2014,3,6, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Londonderry,54.999502,-7.323907,1,0, ,"03/06/2014: A letter bomb was discovered and defused at the Great James Street mail sorting office in Londonderry city, Londonderry district, Northern Ireland, United Kingdom. The device was targeting prison officers at the Maghaberry Prison. This was on",1,1,1,0,0, ,1,0,0,3,Bombing/Explosion,0, ,0, ,3,Police,26,Prison/Jail,Northern Ireland Prison Service,Maghaberry Prison Officers,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,Dissident Republicans, , , , , , ,1,0, ,0,-99,0,0,0, ,0,0, , , , ,0,6,Explosives/Bombs/Dynamite,9,Letter Bomb,0, ,0, , , , , , , , , , ,0,0,0,0,0,0,0,0, ,0, ,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"""Bomb found in postal sorting office,"" BBC, March 6, 2014.","""Viable letter bomb found at Derry sorting office,"" Irish Times, March 7, 2014.","""Parcel bombs addressed to prison officers intercepted in sorting offices,"" Guardian.co.uk, March 7, 2014.",START Primary Collection,0,0,1,1,"201403060041, 201403070032",504,95MM27S1,Strand_1_Derry,Strand 1 (Derry LGD),95MM27S1,2002,1713,173,61,55,85.56,8.64,3.05,2.75
133,2,2.00004E+11,2000,4,6, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Londonderry,54.99451,-7.319996,1,0,Londonderry (County),"04/06/2000: A British Army camp in Londonderry, Northern Ireland, was the target of a bomb attack by suspected members of the Real Irish Republican Army (RIRA). A guardhouse was damaged, but no one was injured. Two unidentified men were seen fleeing the",1,1,1,0,0, ,0,1,0,3,Bombing/Explosion,0, ,0, ,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,British Army,"British Army camp in Londonderry, Northern Ireland",216,Great Britain,0, ,0, , , ,0, , , , , , , , , ,Real Irish Republican Army (RIRA), , , , , ,Unknown,1,0, ,0,2,0,0,0, ,0,0, , , , ,0,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,0, ,0, , , , , , , , , ,Five pounds of homemade explosives were used.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),0,A guardhouse was damaged.,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"“Blast Damages Northern Ireland army camp,” United Press International, April 6, 2000.","Hayes, Dominic, “Security Review After Bomb Attack,” Press Association, April 6, 2000.","Cowan, Rosie,“Bomb Brings Warning of Dissident Terror Wave,” Press Association, April 6, 2000.",CETIS,0,0,1,1, ,506,95MM28W1,The Diamond,The Diamond,95MM28W1,2351,1908,364,15,64,81.16,15.48,0.64,2.72
134,8,2.00008E+11,2000,8,10, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Londonderry,54.99451,-7.319996,1,0,Londonderry (County),"08/10/2000: A massive explosion was averted when a van containing 500 lbs worth of explosives crashed into a checkpoint in Londonderry, Northern Ireland. The attack, which failed, was aimed at a Protestant march taking place the next day. The Irish Repub",1,1,1,0,0, ,0,0,0,3,Bombing/Explosion,0, ,0, ,14,Private Citizens & Property,69,Religion Identified,Protestant Civilians,Protestant march in Northern Ireland,233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,Irish Republican Army (IRA), , , , , ,To attack a Protestant march.,1,0, ,0,0,0,0,0, ,0,0, , , , ,0,6,Explosives/Bombs/Dynamite,15,Vehicle,0, ,0, , , , , , , , , ,Two milk churns containing 500lb of homemade explosives were found in the crashed van.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),0,The van was damaged and there was minor damage to the checkpoint.,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"""Parade bomb plot;  500lb device found in van 'targeted at loyalist march',” Daily Mail, August 12, 2000.","""Army defuses 500lb bomb after RUC car chase to Border,” The Irish Times, August 12, 2000.","Deric Henderson, “Police Thwart Derry City Center Bombing,” London Press Association, August 11, 2000.",CETIS,0,0,1,1, ,506,95MM28W1,The Diamond,The Diamond,95MM28W1,2351,1908,364,15,64,81.16,15.48,0.64,2.72
135,19,2.00108E+11,2001,8,22, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Londonderry,54.99451,-7.319996,1,0,Londonderry (County),"08/22/2001: A bomb was placed by the Real IRA on the Foyle Bridge in Londonderry, Northern Ireland. The bomb was found and defused; no injuries were caused.",1,1,1,0,0, ,0,0,0,3,Bombing/Explosion,0, ,0, ,19,Transportation,103,Bridge/Car Tunnel,British Transportation Infrastructure,"Foyle Bridge in Londonderry, Northern Ireland",233,Northern Ireland,0, ,0, , , ,0, , , , , , , , , ,Real Irish Republican Army (RIRA), , , , , ,Unknown,0,0, ,0,0,0,1,3,Call (pre-incident),0,0, , , , ,-9,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,0, ,0, , , , , , , , , , ,0,0,0,0,0,0,0,0, ,0, ,0,0,0,0, , , ,0, , , , , ,0, ,0, ,"Steven Morris, “Bomb finds put loyalist ceasefire on the line: Ulster tension raised by series of sports ground alerts as former Labour front bencher makes controversial claims of appeasement,” The Guardian (London), August 24, 2001.","David Sharrock, “Bomb alerts put pressure on Ulster ceasefires,” The Guardian (London), August 23, 2001.","Suzanne Rodgers, “Anger as bomb brings chaos to Derry,” Belfast Telegraph, August 24, 2001.",CETIS,0,0,1,1, ,506,95MM28W1,The Diamond,The Diamond,95MM28W1,2351,1908,364,15,64,81.16,15.48,0.64,2.72
136,26,2.00208E+11,2002,8,1, ,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Londonderry,54.99451,-7.319996,1,0,Londonderry (County),"08/01/2002: The Real Irish Republican Army (RIRA), the dissident group of IRA, killed a civilian with a booby-trap bomb at a Territorial Army medical base near Londonderry.",1,1,1,0,0, ,0,1,0,3,Bombing/Explosion,0, ,0, ,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Territorial Army Base in East Londonderry,"Employee, David Caldwell",216,Great Britain,0, ,0, , , ,0, , , , , , , , , ,Real Irish Republican Army (RIRA), , , , , ,Unknown,0,0, ,0,0,0,0,0, ,0,0, , , , ,0,6,Explosives/Bombs/Dynamite,17,Other Explosive Type,0, ,0, , , , , , , , , ,"A booby-trapped lunchbox containing explosives, was used in the attack",1,0,0,0,0,0,-9,4,Unknown,0, ,0,0,0,0, , , ,0, , , , , ,0, ,0,The civilian David Caldwell was  working at a Territorial Army medical base. The bomb was hidden in a lunchbox.,"""Father is first victim of Real Irish Republican Army (RIRA) since Omagh,” Daily Mail (London), August 2, 2002.","“Booby-trap victim 'is killed by Real Irish Republican Army (RIRA)',” The Daily Telegraph (London), August 2, 2002.","“Protestant dies in booby-trap bombing,” Chicago Tribune, August 2, 2002.",CETIS,0,0,1,1, ,506,95MM28W1,The Diamond,The Diamond,95MM28W1,2351,1908,364,15,64,81.16,15.48,0.64,2.72
